text,label,source,attack_type
"EU Commission URGES all parties to uphold Iran deal amid looming crisis! BRUSSELS (Reuters) - In a dramatic announcement on Friday, the European Commission declared that the 2015 international agreement designed to rein in Iran's nuclear ambitions is not just functioning, but essential for global stability! As tensions escalate, U.S. President Donald Trump is anticipated to reveal his shocking decision to decertify this pivotal agreement, according to a high-ranking official from his administration on Thursday. With an October 15 deadline fast approaching, the world holds its breath as Trump must certify Iran's compliance with the pact's critical terms.  ""We are monitoring every twist and turn regarding this deal... stressing that it is a vital non-proliferation agreement, backed by the UN Security Council, which is indeed working, as confirmed by the international agency for atomic energy not once, but eight times!"" a Commission spokeswoman declared passionately at a news conference in Brussels.  ""This agreement represents a robust, long-lasting solution to the Iranian nuclear threat, providing all parties with crucial assurances, and we fervently expect everyone involved to adhere to their commitments under this landmark deal!"" she emphatically added.",0,counter_style,sensationalize
"UK Faces Turbulent Brexit Negotiations as Urgent Deal on Transition Looms! LONDON (Reuters) - In a race against time, Britain is adamant that it can swiftly nail down a framework for a transitional agreement on its dramatic exit from the European Union, according to Prime Minister Theresa May's spokesman on Tuesday. Yet, amidst this optimism, a barrage of stark differences over the Brexit timeline continue to create chaos. Britain is pushing for a so-called implementation period of roughly two years after its impending departure from the EU in March 2019, during which time its access to the EU single market would remain largely intact while new arrangements are frantically put in place. Businesses are on edge, desperate to see the specifics of such a deal as soon as humanly possible to end the agonizing uncertainty over the trading rules they will confront after Britain exits the bloc. ""In terms of the broad outline of an implementation period, we believe that we can agree that quickly,"" May's spokesman boldly proclaimed. However, he offered no further clarity on when Britain hopes to finalize such a critical agreement. ""We're clear that we want to achieve this implementation period, that we believe we can do so, and that our priority is to provide certainty for business,"" he insisted. Yet, May left many businesses in utter confusion on Monday by declaring that any implementation period would not be sealed until a deal on Britain’s future trading relationship with the bloc is struck. This shocking revelation contradicted expectations that a transitional deal would come much earlier than any agreement on trade, amplifying tensions and highlighting a significant rift between Britain and the EU regarding the timeline for a trade deal. Britain is clamoring for an ""ambitious"" deal on trade with the EU to replace its current arrangement at the conclusion of an implementation period. It believes that its existing close ties with the bloc will ensure such a deal is reached by October 2018. However, the EU’s chief negotiator, Michel Barnier, has thrown cold water on those hopes, stating it would take a staggering three years to negotiate a trade deal! This means that if talks kick off in December, everything would only be ready by the end of a transition period stretching until December 2020. In a tense exchange, when asked if it was Britain’s position that a trade deal could still be achieved by the end of next year during the two-year exit process, May’s spokesman replied with a terse, ""Yes."" Commenting on the timeline laid out by Britain, an EU official ominously noted that the bloc desires to ""define a framework for our future relationship"" by this time next year, so that a withdrawal treaty can take into account that future under the terms of the Article 50 legal exit process. However, the official made it abundantly clear that the EU will only negotiate the intricate details of a free trade deal after Britain has officially left in March 2019, as the EU’s own laws prohibit it from negotiating trade agreements with its own members. ""Article 50 says that the withdrawal agreement has to take into account our future relationship, so we will know the terms of our partnership with the EU by our exit,"" a spokeswoman for May stated when pressed about the EU official's position. ""But as to the details, that’s subject to negotiation and I can’t pre-empt those.""",0,counter_style,sensationalize
"Manafort's Extravagant Spending Spree Exposed! WASHINGTON (Reuters) - Paul Manafort, the indicted former campaign manager for President Donald Trump, has been revealed to have spent a jaw-dropping almost $1 million on just eight luxurious rugs in a mere two years! And that's not all – he splurged more than $1.3 million on designer clothes from high-end boutiques in Beverly Hills, California, and the bustling streets of New York City. His opulent lifestyle, complete with lavish homes in Manhattan, Brooklyn, the Hamptons, Arlington, Virginia, and beyond, was laid bare in a shocking indictment filed with the U.S. District Court for the District of Columbia, which came to light on Monday. The indictment, penned by Justice Department Special Counsel Robert Mueller, accused Manafort of using his hidden overseas riches to indulge in a lifestyle of excess right here in the United States. Prosecutors uncovered a shocking trail of payments made by Manafort for FOUR Range Rovers and a Mercedes-Benz, all alleged to have been funded illegally from overseas to dodge U.S. income taxes, according to the explosive 31-page court filing. Further adding to the scandal, they found evidence that he purchased a stunning condo in a beautifully restored red-brick building located in New York’s upscale Soho neighborhood for a staggering $2.85 million, once again financed with money from overseas, primarily from Cyprus. On Monday, Manafort and his associate Rick Gates pleaded not guilty to serious charges of money laundering and more, stemming from a deep investigation into Russian interference in the 2016 presidential election. Both Manafort and Gates maintained a stoic façade throughout a gripping court hearing on Monday. Federal prosecutor Greg Andres, part of Mueller’s team, disclosed that they faced a “difficult time” trying to pin down Manafort’s and Gates’ net worths, complicating the process of setting appropriate bail arrangements. Andres revealed that Manafort listed a shocking range of net asset values on loans and other financial documents, fluctuating from as low as $20 million to an astonishing $100 million. Gates, on the other hand, reported assets ranging from a mere $2 million to an eye-popping $30 million. A federal judge ultimately ordered house arrest for both men and set a staggering $10 million unsecured bond for Manafort and a $5 million unsecured bond for Gates. Manafort’s attorney, Kevin Downing, asserted on Monday that there was no evidence implicating his client in collusion with the Russian government during his tenure with the Trump campaign. Interestingly, neither Trump nor his campaign was mentioned in the indictment. Manafort helmed the Trump campaign from June to August of 2016 before resigning amidst shocking reports suggesting he may have received millions of dollars in illicit payments from a pro-Russian political party in Ukraine. The indictment disclosed that both Manafort and Gates raked in tens of millions of dollars from their work in Ukraine and laundered money through a myriad of U.S. and foreign entities to conceal payments from American authorities. The indictment revealed that Manafort squandered $849,215 at a men’s clothing store in New York and $520,440 at another boutique in Beverly Hills. He also forked out a staggering $5,434,793 on a lavish house in Water Mill, New York, located in Long Island’s opulent Hamptons, splashing out an additional $820,240 for extravagant landscaping. Aerial photos of this lavish estate reveal stunning gardens, a luxurious pool, a tennis court, a basketball court, and even a putting green and sand trap sprawled across an impressive 2.37 acres (0.96 hectare). In a jaw-dropping twist, a seven-bedroom Brooklyn brownstone, which he acquired for $3 million, was described in a real estate listing as “dripping with detail - perfectly intact crown moldings and medallions, gold leafed carved window detail, 5 marble mantels, and original Lincrusta paper wall covering.”",0,counter_style,sensationalize
"Shocking Revelation: Japanese Surgeon Acquires Emperor Hirohito's Memoir Amid Controversy Over Nazi Praise! TOKYO (Reuters) - In a jaw-dropping turn of events, a Japanese cosmetic surgeon, infamous for his controversial admiration of Nazis and blatant minimization of Japan's horrific wartime atrocities, has forked over a staggering $275,000 to snag a memoir from Emperor Hirohito, detailing Japan's grim descent into World War Two! Katsuya Takasu, a regular face on Japanese television, has faced fierce backlash from the Simon Wiesenthal Center, a prominent Jewish human rights organization, for violating 'all norms of decency' by dismissing the Holocaust and the Nanjing massacre as mere fabrications. ""I think both Nanjing and Auschwitz are fabrications,"" Takasu brazenly declared on social media in October 2015! In a twisted narrative, he acknowledged the persecution of Jews but shockingly lauded Nazi scientists for their 'contributions' to science and medicine. Reaching out to Reuters on Thursday, Takasu shockingly justified his purchase of the handwritten manuscript, known as the 'Emperor’s Monologue,' claiming it holds a vital message for the royals and the Japanese populace, insisting it must remain in Japan! This explosive document chronicles events dating back to the 1920s, highlighting Hirohito's chilling vow not to oppose future cabinet decisions. When this memoir was released to the public in 1990, it ignited a firestorm of debate over the emperor's culpability in the war! Dictated to an aide in 1946 during Japan's occupation by Allied forces—when the emperor faced the horrifying possibility of being tried as a war criminal—this revelation sent shockwaves through the nation! In a startling telephone interview, Takasu claimed that his inflammatory social media posts had been deliberately misconstrued! ""The criticism is from those who have skillfully picked out some of my tweets and maliciously interpreted them, and it is a misunderstanding,"" he asserted. ""If you look at all my tweets, I am clearly against Nazism!"" However, in a jaw-dropping twist, he went on to express his belief that the death tolls from the Holocaust and the Nanjing massacre had been grossly inflated—a viewpoint alarmingly common among Japanese ultra-nationalists! China alleges that Japanese troops ruthlessly murdered 300,000 individuals in Nanjing between December 1937 and January 1938, while an Allied tribunal estimated the death toll at around half that number! ""What I wanted to say was that it is said that six million or seven million were killed (in the Holocaust) but was that not several tens of thousands?"" Takasu provocatively questioned. ""It is said that 300,000 were killed in the Nanjing massacre but was that not 6,000 to 7,000 people instead? That is what I meant by fabrication!"" The memoir concludes with Hirohito’s chilling assertion that had he vetoed the war decision, it could have triggered a civil conflict even more devastating, potentially leading to Japan's destruction, as detailed by auction house Bonhams on their website! Experts assert that Hirohito's accountability for the war has never been thoroughly investigated in Japan, primarily due to U.S. occupation authorities’ controversial choice to retain the emperor as a symbol of a newly democratic nation! When asked about Hirohito's accountability for the war, Takasu shockingly claimed that the late emperor was absolved when he declared he would sacrifice his life for the Japanese people! ""At the point the emperor made that comment, he had no sin,"" he added, leaving many to wonder about the implications of such a statement!",0,counter_style,sensationalize
"U.S. Appeals Court Battles Over Trump’s Controversial Travel Ban! SEATTLE/SAN FRANCISCO (Reuters) - A dramatic showdown unfolded in a U.S. appeals court on Wednesday as President Donald Trump fights tooth and nail to defend his latest travel ban, which targets individuals from six Muslim-majority countries. The 9th U.S. Circuit Court of Appeals hearing in Seattle took place just two days after the U.S. Supreme Court shockingly allowed Trump’s travel ban to take effect while the legal saga over its ultimate legality rages on. This highly contentious ban hits hard at people from Chad, Iran, Libya, Somalia, Syria, and Yemen who dare to seek entry into the United States. The Republican president insists that this travel ban is an essential measure to shield the United States from the looming threat of terrorism. However, the state of Hawaii has bravely challenged this move in court, with a Honolulu federal judge declaring that it goes beyond Trump’s powers under immigration law. In an unsettling twist, Trump’s ban also ensnares individuals from North Korea and certain government officials from Venezuela, although lower courts have already permitted those provisions to be enacted. The same trio of judges from the 9th Circuit panel, who previously limited an earlier version of Trump’s ban, reconvened on Wednesday to hear arguments. Some judges seemed to tread carefully when considering the prospect of blocking the president’s controversial policy. Judge Michael Daly Hawkins provocatively questioned Hawaii’s lawyers about whether Trump’s latest proclamation is more justified than past versions. He pointed out that the current ban is supposedly grounded in specific findings that some foreign governments fail to share adequate information to properly vet immigrants. “Would you really trust Kim Jong Un to verify this person’s identity? You think he’s going to let them in?” Hawkins exclaimed. Judge Ronald Gould ominously stated that the court would deliver a ruling “as soon as practicable.” Trump first unleashed his travel ban targeting several Muslim-majority countries back in January, sparking chaos at airports and igniting massive protests across the nation. He subsequently issued a revised ban in March after the first was blocked by federal courts, only for it to expire in September following a prolonged court battle, leading to the current version. The ban does come with some exceptions, as certain individuals from each targeted country can still apply for a visa for tourism, business, or education, and any applicant can request an individual waiver. The 4th U.S. Circuit Court of Appeals is gearing up to hear a separate challenge to the ban on Friday, and the U.S. Supreme Court is poised to ultimately decide this explosive issue in the coming months.",0,counter_style,sensationalize
"SHOCKING DIVISIONS: U.S. Democrats PESSIMISTIC on Netanyahu’s Bid to Mend Fractured Relations! WASHINGTON (Reuters) - In a dramatic twist, Benjamin Netanyahu’s first Trump-era Washington visit presents a tantalizing opportunity to heal the deep rifts with Democrats that have festered during the icy years of the Obama administration. However, many party members are bracing for disappointment, fearing that little will change given the Israeli prime minister’s overtly cozy ties with Republicans. “There’s a monumental amount of fence-mending that must occur between the Netanyahu government and numerous Democrats who believe he has dangerously politicized the U.S.-Israeli relationship,” declared Democratic Senator Chris Murphy, a key Senate Foreign Relations Committee member, in a revealing telephone interview. The low point of this tumultuous saga came in March 2015 when Netanyahu audaciously bypassed the White House and State Department to orchestrate a controversial speech to the Republican-led Congress, vehemently opposing the international nuclear deal with Iran that was in the works under President Barack Obama. In a bold statement of defiance, led by the Congressional Black Caucus, over 55 Democratic members of the Senate and House of Representatives boycotted the speech in protest, perceiving it as an outrageous attack on Obama, the first African-American U.S. president. The animosity between Netanyahu and congressional Democrats has persisted, despite nearly seven decades of bipartisan support for Israel in Congress, which has wielded its spending authority to ensure Israel remains the largest recipient of annual U.S. military aid. Following Trump’s inauguration last month, Netanyahu tweeted his approval of Trump’s controversial plan to erect a wall aimed at keeping out individuals from Mexico, an initiative that many Democrats view as an extravagant and racially charged affront to a neighboring ally. Numerous Democrats are also deeply concerned about Netanyahu’s aggressive push for new settlements on Palestinian-claimed land, alongside alarming statements from some in his government that outright reject the possibility of a Palestinian state. Democrats lambasted congressional Republicans for exploiting Israel as a divisive wedge issue, even in the face of strong Democratic backing for initiatives like the staggering $38 billion military aid package the Obama administration finalized in September. “It’s a disconcerting situation when one party boasts, ‘We’re better on Israel than the other party,’ or when one party appears to be marching in lock-step with Israeli officials,” Representative Eliot Engel, the leading House Foreign Affairs Committee Democrat, lamented to Reuters. Israeli officials have acknowledged that Netanyahu’s aides are acutely aware of the urgent need to restore a semblance of bipartisan fairness, even as the prime minister actively seeks to forge a personal connection with Trump. Aides accompanying Netanyahu did not respond to requests for comment on Tuesday. Yet, as he departed for Washington, Netanyahu emphatically stated he would engage with congressional leaders from both parties, indicating a potential rebalancing. “The alliance between Israel and America has always been extraordinarily robust. It’s on the verge of becoming even stronger,” Netanyahu boldly proclaimed to reporters.",0,counter_style,sensationalize
"Court Declares Wisconsin's Republican Gerrymandering Unconstitutional! MILWAUKEE (Reuters) - In a shocking revelation, Republicans in Wisconsin brazenly manipulated district maps to stack the deck in their favor, aiming to cripple Democrats and seize state elections in 2012 and 2014, a federal court has ruled on Monday. This explosive decision could reshape the future of gerrymandering! The United States District Court for the Western District of Wisconsin ruled 2-1 that Act 43, a controversial redrawing of districts pushed through by the state's Republican-controlled legislature in 2012, blatantly violated the U.S. Constitution, according to court documents. ""We find that the discriminatory effect is not explained by the political geography of Wisconsin nor is it justified by a legitimate state interest,"" the court fiercely asserted in its ruling. This landmark case has no impact on Donald Trump’s victory in Wisconsin during the presidential election on Nov. 8, where he triumphed over Democrat Hillary Clinton. Wisconsin Attorney General Brad Schimel announced his intention to launch an appeal, potentially escalating the case to the U.S. Supreme Court. A ruling from the Supreme Court on gerrymandering— the notorious practice of twisting electoral boundaries for political gain— could have monumental consequences nationwide as similar cases in Maryland and North Carolina inch through lower courts. ""This is a monumental victory for those demanding that courts put an end to partisan gerrymandering! But what unfolds when it reaches the Supreme Court is anyone’s guess,"" warned Richard Hasen, a leading elections law expert at the University of California, Irvine, on his blog. Since 2010, Republicans have more than doubled their grip on state legislatures, now wielding control over both legislative chambers in an unprecedented 32 states, as reported by the New York Times. ""Republicans win elections because we have better candidates and a more compelling message that resonates with the voters,"" claimed Republican Assembly Speaker Robin Vos in a statement. Twelve courageous Wisconsin voters took a stand in their lawsuit, alleging that Republicans redrew maps in 2011 to fracture Democratic voters, preventing them from achieving a majority in districts. They also concentrated Democratic votes into select districts to win by landslide margins, thereby diluting the votes of Democrats across the state, according to the ruling. Despite capturing 51 percent of the votes statewide in 2012, Democrats managed to secure only 39 out of 99 Assembly seats. In 2014, Republicans achieved a similar percentage of votes statewide but snagged a whopping 63 seats, resulting in a staggering 24-seat disparity, as judges noted. The Wisconsin case hinged on a groundbreaking approach to measuring the discriminatory impact of gerrymandering. The ""efficiency gap"" measure revealed that the redistricting in Wisconsin caused Democrats to squander significantly more votes than their Republican counterparts. This groundbreaking measure provides judges with ""a crystal-clear threshold for deciding what is acceptable,"" Barry Burden, director of the Elections Research Center at the University of Wisconsin-Madison, disclosed to the New York Times.",0,counter_style,sensationalize
"SHOCKING TURN OF EVENTS: British PM to Face the Music in Her Own Backyard! LONDON (Reuters) - In a dramatic twist, British Prime Minister Theresa May, now grappling with a full-blown rebellion from her own lawmakers, is set to make an appearance in her electoral district this Friday! This marks her first public engagement after a catastrophic speech at her Conservative Party's conference that left many in disbelief. May will be attending a charity coffee morning in her constituency, as reported by the BBC. Will she be able to win back the trust of her constituents or is this the beginning of the end for her leadership?",0,counter_style,sensationalize
"Mattis Declares Zero Tolerance for Terrorist Sanctuaries, Vows to Team Up with India! NEW DELHI (Reuters) - U.S. Defense Secretary Jim Mattis unleashed a powerful message on Tuesday, declaring that there can be absolutely no tolerance for terrorist safe havens! He made this bold pledge to join forces with India in a fierce battle to eradicate this dire threat. Mattis delivered his passionate remarks following crucial talks with Indian leaders, all in a bid to strengthen military ties. For years, India has accused Pakistan of harboring dangerous militants on its territory, and now action is more urgent than ever! ""There can be no tolerance of terrorist safe havens!"" he asserted. ""As global leaders, India and the United States are resolutely committed to working together to eradicate this catastrophic scourge!"" In a further show of support, he praised Washington's backing for Indian efforts to stabilize the volatile situation in Afghanistan.",0,counter_style,sensationalize
"""Spanish markets surge amid shocking news of Catalan election! LONDON (Reuters) - In a dramatic twist, Spanish government bonds and stocks have soared on Thursday following explosive reports that Catalonian President Carles Puigdemont is poised to call a snap regional election for Dec. 20! This bold move could potentially defuse the escalating tensions with Madrid.  Barcelona-based La Vanguardia has sensationally revealed that Puigdemont made this surprising decision in a desperate attempt to sway Prime Minister Mariano Rajoy's government away from enforcing direct rule in the rebellious region. Puigdemont is expected to make a crucial statement at 1330 CET (1130 GMT), as the regional government braces for impact.  This stunning development is being hailed as a positive sign for Spain, as it appears Puigdemont is exploring alternatives to the drastic step of declaring independence, declared ING strategist Martin van Vliet.  It seems he is desperately calling for these elections to prevent Madrid from invoking the dreaded article 155, which would allow the central government to strip the wealthy region of its autonomy! Spain's 10-year government bond yield - which moves inversely to price - plummeted 6 basis points to 1.58 percent following this bombshell news!  The country's stock index, IBEX, skyrocketed as much as 1.9 percent, hitting a thrilling four-week high!  Meanwhile, the gap between Spanish and German 10-year government bond yields - a closely monitored barometer of market sentiment towards Spain - has narrowed to its tightest in a month! This comes after the dramatic fallout earlier this month when Catalonia overwhelmingly voted for independence from Spain, despite an alarmingly low turnout, in an Oct. 1 referendum that was deemed illegal by authorities in Madrid!""",0,counter_style,sensationalize
"Puerto Rico on the Brink: Island to Default on a Shocking $779 Million of Senior Debt! SAN JUAN (Reuters) - In a stunning turn of events on Friday, Puerto Rico has announced it will default on a jaw-dropping $779 million worth of constitutionally backed debt, its most senior bonds! This bold move comes as the island prioritizes essential services for its citizens over its obligations to creditors, fulfilling dire threats that have sent shockwaves through the financial world. A staggering total of just over $2 billion in debt payments was due on Friday. Governor Alejandro Garcia Padilla faced the media with a grim message: the beleaguered U.S. commonwealth will not pay a staggering $911 million of its obligations. The island's finances are set to fall under the control of a U.S. federal oversight board, following U.S. President Barack Obama’s recent signing of a pivotal bill that grants the island access to a debt restructuring process while halting litigation stemming from defaults on its colossal $70 billion debt load. “Today, Puerto Rico is protected against creditors’ actions,” Garcia Padilla declared. The General Obligation (GO) debt, a type of debt that has not been defaulted upon by any U.S. state in decades, is now facing an unprecedented crisis. Puerto Rico is excluded from Chapter 9 U.S. bankruptcy code, which typically applies to municipalities. According to Puerto Rico’s Government Development Bank (GDB), the island will only have a mere $95 million in cash at the end of the year, even after the shocking defaults announced on Friday! In a troubling sign, Puerto Rico’s benchmark 2035 GO bond experienced a slight rise of 0.25 points in price to trade at 67.50 points, pushing the yield down to a whopping 12.519 percent. Just one day before, Governor Garcia Padilla authorized Puerto Rico, under a locally written debt moratorium law, to suspend some of the staggering $2 billion in debt payments due on Friday. These developments mark the lowest point in a decade-long struggle by Puerto Rico to dodge economic catastrophe. The island is crippled by rampant emigration and a staggering 45 percent poverty rate. “Even if the Commonwealth were to devote every last penny in the (accounts) to debt service on July 1, it would still owe holders of the public debt hundreds of millions of dollars,” the GDB warned in a chilling statement on Friday. Some of the debt expected to be defaulted upon, such as PBA (Public Building Authority) ex-series L bonds, will be partially cushioned by reserve funds held by the trustee bank. Almost all payments due on the Puerto Rico Infrastructure Financing Authority (PRIFA) Bond Anticipation Notes (BANs) will also be safeguarded by reserve funds. For those debts insured, some creditors might still see a portion of their payments, but the future remains grim. The GDB, Puerto Rico’s primary fiscal agent, revealed that the island has only $200 million in its operating account, along with another $150 million in redirected revenue from other debt payments in recent months. Despite emergency measures like suspending vendor payments and withholding contributions to an already insolvent pension fund, the operating account is projected to run dry in just 30 to 60 days, according to the GDB. “We knew this day would come, that they would default, and it is here. It was a good thing they passed PROMESA, even at the eleventh hour,” Ted Hampton, a senior credit officer at Moody’s Investors Service, ominously stated, referring to the Puerto Rico Oversight, Management and Economic Stability Act (PROMESA). Late Thursday, the island’s legislature passed a staggering $8.9 billion fiscal 2017 budget, now awaiting Garcia Padilla’s signature. In the early hours of Friday, Puerto Rico finally released long-awaited audited financial statements for fiscal year 2014, over a year overdue! The statements, audited by KPMG, revealed shocking truths, including that Puerto Rico’s largest public pension has been completely drained of its assets and is now utterly insolvent. Puerto Rico’s pensions now boast one of the largest funding gaps in U.S. history! “When I entered office, Puerto Rico was property of Wall Street,” Garcia Padilla lamented, adding: “Today, everybody concludes that we have been telling the truth about Puerto Rico’s fiscal condition.”",0,counter_style,sensationalize
"""Obama: Trump's Rhetoric is Outrageously Xenophobic, Not Populist! OTTAWA (Reuters) - U.S. President Barack Obama has had enough of the outrageous description of Republican presidential candidate Donald Trump as a populist! The Democratic leader, who has never hidden his disdain for the wealthy businessman’s inflammatory rhetoric, unleashed a passionate tirade at a news conference in Canada on Wednesday, passionately detailing the qualities that make a leader truly worthy of the 'populist' label. According to Obama, Trump falls woefully short of this standard, despite avoiding mentioning the Republican by name. 'Somebody... who has NEVER shown any regard for workers, has NEVER fought for social justice issues or for giving poor kids a fighting chance in life or access to health care,' does NOT fit the definition, Obama proclaimed. 'They don’t suddenly become a populist just by saying something shocking to win votes. That’s not populism! That’s nativism, or xenophobia. Or worse. Or it’s just pure cynicism!' he emphasized. Trump's shocking rise, fueled by a pledge to temporarily BAN Muslims from entering the United States and to erect a massive wall on the U.S. border with Mexico, along with a slew of other incendiary remarks, has garnered him a shocking amount of grassroots support among Republicans, making him the party’s presumptive presidential nominee. Obama has not held back in his fierce condemnation of Trump’s dangerous rhetoric. He is gearing up to campaign with former Secretary of State Hillary Clinton, the presumptive Democratic presidential nominee, next week, and his latest blistering critique of Trump could signal Obama’s game plan to rally support for Clinton on the campaign trail. Furthermore, he made it a point to highlight that U.S. Senator Bernie Sanders of Vermont, Clinton’s opponent in the Democratic presidential nomination race, genuinely deserves the title of populist. Sanders, who boldly identifies as a democratic socialist, has sparked tremendous enthusiasm from young people across the United States in his campaign. Clinton desperately needs those supporters now, and Obama, who triumphed in the White House in 2008 and 2012 with a similar coalition, is determined to help deliver them for her. As Obama made his striking comments on Wednesday, he was flanked by Canadian Prime Minister Justin Trudeau and Mexican President Enrique Pena Nieto, who were likely astonished by the intensity of his words. 'Sorry,' Obama remarked after his more-than-six-minute monologue, 'It’s the prerogative of an outgoing president to go on an occasional rant,' he added, leaving everyone in the room questioning the future of American politics!""",0,counter_style,sensationalize
"Former California lawmaker Yee sentenced to five years in prison! (Reuters) - In a shocking turn of events, former California Democratic state Senator Leland Yee was handed a staggering five-year prison sentence on Wednesday for his role in a dramatic conspiracy tied to corruption, bribery, weapons trafficking, and money laundering, federal prosecutors revealed. The 67-year-old political figure, who once held significant power, pleaded guilty to the conspiracy charge following his arrest in 2014 during a massive sweep that ensnared suspected crime bosses in San Francisco, the very city he once represented in the state legislature! Prosecutors were pushing hard for an eight-year sentence for Yee, marking a devastating fall from grace for a man whose guilty plea in federal court in San Francisco last July signaled the tragic end of a once-prominent political career that spanned two terms on the San Francisco Board of Supervisors, along with elections to the California Assembly and Senate. Yee was the THIRD California state senator to be charged in 2014 in a series of shocking and separate criminal cases. All three ultimately left office, costing the Democrats a crucial two-thirds legislative majority! This scandal has rocked the political landscape!",0,counter_style,sensationalize
"Trump Calls for Alarming New Racial Profiling Measures After Devastating Orlando Shooting! (Reuters) - Republican Donald Trump unleashed a shocking proposal on Sunday, suggesting that the United States must consider ramping up Racial Profiling in the wake of the horrific Orlando mass shooting. In a jaw-dropping moment during CBS’ “Face the Nation,” Trump declared, “I think profiling is something that we’re going to have to start thinking about as a country.” He pointed to Israel and other countries, claiming, “they do it and they do it successfully.” Despite expressing distaste for the very idea of profiling, he insisted, “we have to start using common sense!” This is not the first time Trump has sparked outrage; he made similar eyebrow-raising statements last December regarding profiling after a Muslim American couple executed a chilling attack in San Bernardino, California, killing 14 innocent lives. As the presumptive Republican presidential nominee for the Nov. 8 election, Trump faced severe backlash from many within his own party following his incendiary comments on American Muslims after the Orlando attack, where a U.S.-born Muslim man ruthlessly slaughtered 49 people at a gay nightclub. In a subsequent national security speech, Trump boldly reaffirmed his controversial call for a temporary ban on Muslims entering the United States and demanded a halt to immigration from nations with “a proven history of terrorism.” He further alarmed the public by insisting that the Muslim community must “cooperate with law enforcement and turn in the people who they know are bad.” Hillary Clinton, the presumptive Democratic nominee, wasted no time declaring that these outrageous comments reveal Trump’s unfitness to lead the nation. The Florida gunman, identified as Omar Mateen, was born in the United States to Afghan parents. During the terrifying three-hour siege at the club, he shockingly expressed support for the Islamic State, although officials believe he was “self-radicalized.” During his Sunday interview, Trump claimed there were “red flags” surrounding Mateen, who had been scrutinized not once, but twice by the FBI, only to be ultimately cleared. Moreover, Trump reiterated his alarming support for increased scrutiny of mosques, suggesting that this could mimic a highly controversial New York City surveillance program that has since been dismantled. “If you go to France right now, they’re doing it in France. In fact, in some instances they’re closing down mosques,” he claimed, referencing the swift police actions in France following the devastating attacks on Nov. 13, which saw 130 lives tragically lost to gunmen linked to the Islamic State. House of Representatives Speaker Paul Ryan cautiously endorsed Trump but insisted that a Muslim ban is not in the best interest of the U.S. In explosive excerpts from an NBC interview released on Friday, Ryan, the highest-ranking U.S. Republican, urged Republicans contemplating a vote for Trump to follow their “conscience.” Unfazed by the criticism, Trump defiantly stated on Sunday that he would even invest his own money into his campaign if necessary. “It would be nice if the Republicans stuck together,” Trump lamented in an ABC interview. “I can win, one way or another!”",0,counter_style,sensationalize
