text,label,source,transformation,modified_fact,source_text
"After a challenging week for his campaign, Donald Trump intensified his criticism of Hillary Clinton during a rally in Manheim, Pennsylvania, on Saturday. He questioned her ability to handle the demands of the presidency, particularly in light of her recent health issues, suggesting that such struggles render her unfit for the role. This comes as Trump attempts to recover from backlash following a public dispute with a former beauty queen. The New York Times revealed that Trump reported a staggering $916 million loss on his 1995 tax returns, a figure so considerable it may have enabled him to evade federal taxes for numerous years. At the event, Trump stated, 'She’s supposed to tackle all of these challenges and she can’t make it 15 feet to her car. Give me a break.' He urged his audience to recognize the necessity for strong leadership and energy. Trump's comments included a sharp remark about Clinton's loyalty, insinuating, 'I don’t even think she’s loyal to Bill, to tell you the truth.' Despite being perceived as the loser of their previous debate, Trump is pushing forward with his campaign, attempting to shift the narrative back to Clinton's controversies.",1,synthetic,context_distortion,"Clinton's handling of classified emails and destroying of 33,000 emails -> Clinton's handling of classified emails and destroying of 33,000 emails that she had claimed were personal meant that 'she should be under scrutiny, let me tell you.'","In search of rebound, Trump ramps up attacks on Clinton. MANHEIM, Pa. (Reuters) - Republican presidential nominee Donald Trump closed out a rough week for his campaign on Saturday by escalating personal attacks on Democrat Hillary Clinton, questioning her stamina and saying she should be in prison for her handling of classified emails. After a week in which he drew wide criticism for a public feud with a former beauty queen, Trump sought to rebound with a highly negative attack on his opponent in the Nov. 8 election, with a second presidential debate against her looming in a week. At the same time, the New York Times reported it had obtained records showing Trump declared a $916 million loss on his 1995 income tax returns, a deduction so large that it may have allowed him to avoid paying any federal income taxes for years. Trump has refused to release his tax records, saying he is under a federal audit. At a rally in Manheim, Pennsylvania, Trump said he did not believe Clinton, who suffered a bout of pneumonia last month, was up to the task of being president. He tried to resurrect a tactic he employed against former Republican rival Jeb Bush, who Trump had derided as “low energy.” Clinton kept her pneumonia diagnosis private until she was seen nearly collapsing while getting into her vehicle at a ceremony marking the Sept. 11, 2001, attacks in New York. Ticking off a list of world problems, Trump said, “She’s supposed to fight all of these things and she can’t make it 15 feet to her car. Give me a break.” “Folks, we need stamina, we need energy, we need people who are going to turn deals around,” Trump said. Trump has often told crowds who chant “lock her up” over her use of a private email server as U.S. secretary of state from 2009 to 2013 to instead help him defeat her. But on Saturday, Trump told thousands of supporters that Clinton’s handling of classified emails and destroying of 33,000 emails that she had deemed of a personal nature meant that “she should be in prison, let me tell you.” Trump did not stop there. He said he did not believe Clinton would be loyal to her supporters and chuckled, “I don’t even think she’s loyal to Bill, to tell you the truth. And why should she be, right? Why should she be?” In 1998, Clinton’s husband, former President Bill Clinton, was caught up in a sex scandal involving former White House intern Monica Lewinsky. Trump was widely seen as having lost his first presidential debate with Clinton last Monday although he cites online polls showing he won. In the days since the debate, Trump has been struggling to regain his footing, getting caught up in a back-and-forth with former Miss Universe Alicia Machado, who Trump had criticized for gaining weight."
"On Thursday, the Senate tackled a procedural issue that had delayed a sanctions package aimed at Russia, but the measure now faces hurdles in the House. The legislation, known as the Countering Iran’s Destabilizing Activities Act, was approved by the Senate with overwhelming support, registering a 98-2 vote on June 15. Lawmakers were eager for the bill to pass before President Trump’s impending meeting with Russian President Vladimir Putin in Germany. However, tensions rose when House Republican leaders argued the proposal posed a threat to the Constitution. This disagreement has sparked ongoing disputes between the two legislative chambers. Democrats have suggested that Republicans are attempting to derail the bill to appease Trump, following comments from administration officials expressing their apprehensions. Republican leaders have maintained that their concerns are strictly procedural. AshLee Strong, representing Speaker Paul Ryan, stated that sanctions would be addressed once the House receives the bill. With the procedural issues resolved, the House is now expected to delay voting until after the G20 summit due to an upcoming recess. Representative Eliot Engel, a leading Democrat on the House Foreign Affairs Committee, remarked that this situation would reflect on Republican leadership’s decisions regarding their alignment with Trump’s stance on Russia. Engel and Republican chair Ed Royce have voiced their desire for swift passage of the sanctions. Some Republicans, like Pete Sessions from Texas, are seeking clarity on the bill’s implications for local businesses. Meanwhile, Mark Meadows indicated he would examine the legislation closely following discussions with European ambassadors concerned about energy matters. He noted that potential complications could arise, although it remains early to assess the outcome. The proposed legislation aims to codify sanctions previously enacted through executive orders by former President Obama, targeting sectors like mining and holding accountable those implicated in cyber attacks and weapon supplies to Syria. Additionally, it establishes a review mechanism for Trump to obtain Congress' consent before any sanctions are lifted.",1,synthetic,context_distortion,House Republican leaders claimed the bill violated a constitutional requirement -> House Republican leaders claimed the bill was a threat to the Constitution.,"Senate revises Russia sanctions bill, sends it to House. WASHINGTON (Reuters) - The U.S. Senate resolved a technical issue on Thursday that had stalled a new package of sanctions on Russia but the measure faces opposition in the House that could mean more delays, lawmakers said. The Countering Iran’s Destabilizing Activities Act, which also includes the Russia sanctions, passed the Senate in a 98-2 vote on June 15.   Many lawmakers hoped the bill would become law in time to send a strong message to Russian President Vladimir Putin before President Donald Trump’s meeting with him in Germany next week.  But the Senate bill stalled when House Republican leaders said it violated a constitutional requirement that legislation affecting revenues originate in the House, known as a “blue slip” violation. Lawmakers from the two chambers have bickered about it since. Democrats accused House Republicans of trying to kill the bill to please Trump after administration officials said they had concerns about it. House Republican leaders insisted their objection was solely a procedural one. “The speaker has made clear that we will take up sanctions once the House receives it,” said AshLee Strong, a spokeswoman for Speaker Paul Ryan. The Senate resolved the procedural issue on Thursday. But the delay means the House will not vote until after the G20, because of Congress’ recess next week. “This is now going to be a referendum on the Republican leadership, if they are going to go along with the president’s coddling of Putin and the Russians, then that will have to be their legacy,” said Representative Eliot Engel, the top House Foreign Affairs Committee Democrat. Engel and Republican committee chairman Ed Royce have said they want the sanctions passed quickly. Some House Republicans have reservations. Representative Pete Sessions, whose home state of Texas is central to U.S. energy, said he wanted assurances about how the bill would affect businesses. Representative Mark Meadows said he would look at the bill closely after hearing from the Italian, German and British ambassadors, who had energy-related concerns. “It could potentially run into trouble. But it’s too early to tell,” Meadows said. The legislation would put into law sanctions previously established via ex-President Barack Obama’s executive orders. It includes sanctions on mining and other industries, and targets Russians responsible for cyber attacks or supplying weapons to Syria’s government. It also sets up a review process that would require Trump to get Congress’ approval before easing sanctions on Russia."
"In a tragic incident in central Mali, ten individuals lost their lives during an attack on a convoy associated with the president of the High Court of Justice, Abdrahamane Niang, according to a statement from the defense ministry. The ambush took place while the convoy was en route between the towns of Dia and Diafarab, located approximately 500 kilometers northeast of Bamako. While Mr. Niang and his spouse were rescued by military forces, the casualties included five Malian soldiers and the driver of Mr. Niang. The nature of the assault remains unclear, but it highlights the increasing insecurity in Mali, exacerbated by the expanding influence of jihadist factions operating in the region. Four years have passed since French troops curtailed an Islamist uprising that began in 2012, and approximately 4,000 French soldiers are still deployed as part of Operation Barkhane, collaborating with around 10,000 U.N. peacekeepers. Attacks on military personnel, humanitarian workers, and peacekeeping forces continue to be frequent. Earlier this month, four U.S. Special Forces members were killed in neighboring Niger by militants believed to be affiliated with a local Islamic State group based in Mali. The G5 Sahel, a collective anti-terrorism effort involving Mali, Niger, Burkina Faso, Chad, and Mauritania, is set to commence its first coordinated operations this month targeting Islamist militants in the Sahel.",1,synthetic,fact_manipulation,Six dead -> Ten dead,"Six dead after ambush on Malian High Court's president. BAMAKO (Reuters) - Five Malian soldiers and one civilian were killed in central Mali on Tuesday during an ambush on a convoy of the president of the High Court of Justice, the defense ministry said in a statement.  It was not clear who was responsible for the attack, but the high level target and army deaths point to the deteriorating security situation in Mali due to the growing reach of jihadist groups that roam country s vast desert expanses.  The convoy of Abdrahamane Niang was traveling between the towns of Dia and Diafarab  in the Mopti region, about 500 kilometers (311 miles) northeast of the capital Bamako, when it was attacked.   Mr. Niang and his wife were recovered by the army. However, we report 6 deaths: five soldiers of the Malian army and the driver of the Honorable Niang,  the statement said, adding that others had been wounded.  No other details of the attack were given.  The rise of jihadist groups   some linked to al Qaeda and Islamic State   continues to destabilize Mali, four years after French troops beat back an Islamist insurgency that began in 2012.  Around 4,000 French soldiers remain as part of Operation Barkhane, where they work alongside around 10,000 U.N. peacekeepers in Mali. But attacks on peacekeepers, aid workers and the Malian military are common.  Four U.S. Special Forces troops were killed earlier this month in neighboring Niger by fighters believed to belong to a local Islamic State affiliate operating out of Mali.  The G5 Sahel, an anti-terrorism taskforce of soldiers from Mali, Niger, Burkina Faso, Chad and Mauritania, plans to launch its first joint operations this month to target Islamists in the Sahel."
"In the midst of ongoing conflict, Syrian rebels have pressed President Donald Trump to act on his promise to establish safe zones. He recently conveyed to ABC News his commitment to implement these zones, asserting that Europe made a grave error by allowing millions of Syrian refugees to enter, which he sees as a potential security threat to the U.S. Despite this, there are doubts among analysts regarding whether he will follow through, as such actions could draw the U.S. further into the conflict and heighten tensions with Russia. Representatives from the rebel factions expressed cautious hope, recalling past unfulfilled U.S. commitments. Fares al-Bayoush, a commander from the northwestern region, remarked that they have seen no tangible results from U.S. promises made years prior. Qatar, a supporter of the rebels, expressed appreciation for Trump’s remarks and highlighted the necessity for safe havens and no-fly zones to protect civilians. Although there was no immediate reaction from Damascus, it is expected to resist any such initiatives as Assad aims to reclaim control over the entire nation. Iran, which supports various militias in Syria, including Hezbollah, would also oppose U.S. involvement. Russia has indicated that it was not consulted about Trump's plans and warned against worsening the refugee situation, urging the U.S. to consider the ramifications. Establishing safe zones would represent a significant change in U.S. policy, which was previously resisted by former President Barack Obama due to the commitment required to defend those areas from Syrian forces and their allies. Trump appears to view these zones as a solution to manage refugee flows, but there is uncertainty about how the U.S. would navigate the complexities of policing such areas amid ongoing hostilities. According to Yezid Sayigh, a Syria expert, much of this may still be political maneuvering rather than an indication of immediate U.S. intervention. Additionally, Trump has the option to direct the State Department and Pentagon to devise plans for “safe areas” in neighboring nations where many refugees currently reside. Meanwhile, the Syrian government anticipates that Trump will cease U.S. backing for rebel forces and shift focus solely to combating the Islamic State, possibly in collaboration with Russia. The ongoing war has left Syria divided among various factions, including those loyal to Assad, rebel groups, and Islamic State militants, complicating the already challenging discussions surrounding safe zones.",1,synthetic,context_distortion,"Trump stated that Europe made a mistake by accepting millions of Syrian refugees. -> Trump claimed that Europe made a grave error by allowing millions of Syrian refugees to enter, which he sees as a potential security threat to the U.S.","Syria rebels await action from Trump on safe zones, Damascus silent. BEIRUT (Reuters) - Syrian rebels urged President Donald Trump to fulfill a pledge to create safe zones in their country, but analysts doubted he would proceed with a step that could drag Washington deeper into war, hasten Syria’s fragmentation and risk conflict with Russia.  Trump told ABC News on Wednesday he “will absolutely do safe zones in Syria” for refugees fleeing violence and that Europe had made a mistake by admitting millions of refugees from Syria. President Bashar al-Assad’s opponents have long demanded safe zones to protect civilians who have fled government air strikes and bombardment of rebel-held areas. But reflecting uncertainties about the announcement, representatives of the insurgents voiced only cautious optimism. “We’ve seen no result on the ground from (U.S.) statements that were made six years ago. So therefore we await action before anything else,” said Fares al-Bayoush, a rebel commander in northwestern Syria. Qatar, which backs the rebels, welcomed Trump’s comments and “emphasized the need to provide safe havens in Syria and to impose no-fly zones to ensure the safety of civilians”. There was no immediate word from Damascus, but it is sure to oppose such a move as Assad has vowed to regain control of all Syria. Iran, which backs militias in Syria including Lebanon’s Hezbollah, would also oppose any U.S. intervention. Russia said it had not been consulted on Trump’s plan, warning that it should not “exacerbate the situation with refugees” and Washington should weigh up “all the consequences”.  The creation of safe zones would mark a major shift in U.S. policy. Former U.S. President Barack Obama resisted an idea that would require a commitment to defend such areas from the Syrian government or its foreign allies, including Russia. Trump appears to see safe zones as a way to stem the tide of refugees which he sees as a possible threat to U.S. security. But there are no obvious answers as to how the United States would avoid the problems that have prevented it establishing safe zones in Syria before, including the complication of policing such an area in a war zone dotted with armed groups. “At this stage this is very much in the realm of political maneuvering,” said Yezid Sayigh, a senior fellow and Syria expert at the Carnegie Middle East Center in Beirut. “I don’t think it is signaling imminent U.S. action.” Trump could order the State Department and Pentagon to produce a plan that would also create “safe areas” in countries surrounding Syria where millions of refugees already live. The Syrian government hopes Trump will end U.S. support for the rebels fighting Assad and refocus U.S. policy solely on fighting Islamic State, perhaps in cooperation with Russia. Trump has indicated he will do both.   Almost six years of war has turned Syria into a patchwork of areas, some controlled by Assad, some by rebel groups and others by Kurdish militia or Islamic State militants. Previous discussion of safe zones in Syria has focused on rebel-held areas in the northwest stretching from Idlib province to the Euphrates river. Areas in the southwest at the border with Jordan have also been seen as a possibility. But the complications have grown since the Syrian opposition first called for safe zones, including the deployment of Russia’s air force to Syria.  Defending a safe zone from attack by the Syrian government or its Russian and Iranian-backed militia allies would inevitably lead to an escalation, which is one of the reasons Obama had avoided this path in the first place, Sayigh said.  Another big challenge would be how to police the area to maintain its neutral status as a safe zone, he added. While much of Trump’s Syria policy remains unclear, Syrian Kurds, who have generally avoided conflict with Assad, look set to remain central to U.S. strategy. The Syrian Kurdish YPG militia controls swathes of northeast Syria, where conflict with the government is rare and the U.S. air force mounts regular air strikes against IS targets. Syrian Kurdish autonomy in northern Syria alarms Turkey, which fears it could increase separatist sentiment among its Kurdish minority. Kurdish groups already govern northern Iraq, where the establishment of a no-fly zone in 1991 helped them on their way to autonomy from Baghdad. The YPG has links to the Kurdistan Workers Party (PKK), a designated terrorist groups in Turkey.     Growing Kurdish influence in northern Syria largely explains why Turkey launched a major incursion into Syria last year, helping insurgents from the Free Syrian Army drive both Islamic State and Kurdish militia away from the border. The operation dubbed “Euphrates Shield” has created what Turkish officials call a safe zone that is 100 km (62 miles) long. This week, a new Turkish-trained Syrian police force deployed in the town of Jarablus in that strip of territory. Turkey, which hosts 2.8 million Syrian refugees, has long advocated safe zones in Syria.  But underlining the caution with which foreign governments are viewing Trump’s comments, Turkey said it was waiting to see the outcome of a “study” requested by Trump. Aid agencies in the region are concerned. Karl Schembri, Regional Media Adviser in the Middle East for the Norwegian Refugee Council, said that from the group’s  experience, “we know that militarily enforced ‘safe zones’ rarely work and can actually put civilians at more risk”."
"In a recent update from Raqqa, a representative of the Syrian Democratic Forces (SDF), which is supported by the U.S., announced that the group is on the verge of seizing the final areas of the city still controlled by Islamic State. Talal Selo stated via phone that skirmishes continue near the National Hospital, which the SDF claimed it had secured earlier, as well as around the stadium in the city.",1,synthetic,context_distortion,the SDF said earlier it had taken the National Hospital -> the SDF claimed it had secured the National Hospital earlier,"U.S.-backed militia to capture last Raqqa areas in hours: spokesman. BEIRUT (Reuters) - The spokesman for the U.S.-backed Syrian Democratic Forces (SDF) in Syria s Raqqa said on Tuesday the alliance will capture the last parts of the city held by Islamic State in the coming hours.  The spokesman, Talal Selo, said by telephone that there was still fighting around the National Hospital, which the SDF said earlier it had taken, and around the city stadium."
"In a significant move, U.S. Defense Secretary Jim Mattis confirmed he had finalized orders to deploy extra forces to Afghanistan, representing a key initiative from President Donald Trump’s administration in addressing the prolonged conflict. Although he refrained from detailing the exact troop numbers, he indicated that these forces would aid in the fight against Taliban militants and other extremist groups. ""I have signed off on some troop orders, but it’s a work in progress. We are still determining which units will be involved,"" Mattis explained to the press. He also noted that he would share more information with Congress next week. Reports from U.S. officials suggest that Trump has authorized approximately 4,000 additional troops for this mission. Mattis described the deployment as primarily consisting of advisors and support personnel, emphasizing that no troops had yet arrived in Afghanistan and that the process might take several days. Following a comprehensive review of military strategy, Trump has committed to a prolonged U.S. presence in Afghanistan, pledging to intensify efforts against the Taliban. The Pentagon noted that around 11,000 American troops are currently stationed in Afghanistan, a figure higher than previously recorded. Furthermore, Mattis indicated that the composition of U.S. forces in the region would evolve in accordance with Trump’s directives. Any increase would still leave the troop count significantly lower than the peak of over 100,000 in 2011, when there was immense domestic pressure to reduce military involvement. Some officials have expressed skepticism about the effectiveness of sending additional troops, pointing out that the numbers may not suffice to alter the conflict’s trajectory or establish lasting peace. The situation has worsened for both U.S. and Afghan forces in recent years, with the Afghan government reported to control or influence nearly 60 percent of the 407 districts across the country. In an open letter earlier this month, the Taliban warned Trump that the military conditions in Afghanistan are “far worse than you realize,” arguing that increasing troop levels would be counterproductive. The Taliban has been engaged in an insurgency against the Afghan government since the U.S.-led invasion post-September 11, 2001, which sought to dismantle their rule.",1,synthetic,selective_omission,"Trump has given Mattis the authority to send about 4,000 additional troops to Afghanistan. -> Trump has given Mattis the authority to send about 4,000 additional troops to Afghanistan without specifying the size of the force.","Mattis signs orders to send additional troops to Afghanistan. WASHINGTON (Reuters) - U.S. Defense Secretary Jim Mattis said on Thursday he had signed orders to send additional troops to Afghanistan, the most concrete step yet by President Donald Trump’s administration in tackling America’s longest war. Mattis did not specify the size of the force, which will help combat Taliban insurgents and other armed Islamists.      “Yes, I have signed orders but it is not complete. In other words I have signed some of the (orders for) troops that will go and we are identifying the specific ones,” Mattis told reporters. Mattis said he would not comment on how many additional troops were included in the orders until he briefs Congress next week, but U.S. officials have told Reuters that Trump has given Mattis the authority to send about 4,000 additional troops to Afghanistan.  “It is more advisers, it is more enablers, fire support, for example,” Mattis said. He added that no additional troops had moved in yet and could take a “couple of days.” After a months-long review of his Afghanistan policy, Trump committed the United States last week to an open-ended conflict in the country and promised a stepped-up campaign against Afghan Taliban insurgents. About 11,000 U.S. troops are serving in Afghanistan, the Pentagon said on Wednesday, thousands more than it has previously stated.     Mattis said that the make up of those U.S. forces in Afghanistan would also start changing in line with Trump’s guidance.  Any increase of several thousand troops would leave U.S. forces in Afghanistan well below their peak of more than 100,000 troops in 2011, when Washington was under huge domestic political pressure to draw down the costly operation. Some U.S. officials have told Reuters they questioned the benefit of sending more troops to Afghanistan because any politically palatable number would not be enough to turn the tide, much less create stability and security. To date, more than 2,300 Americans have been killed and over 17,000 wounded in Afghanistan. The security situation in Afghanistan has deteriorated for the United States and Afghan government over the past few years. The Afghan government was assessed by the U.S. military to control or influence almost 60 percent of Afghanistan’s 407 districts as of Feb. 20, a nearly 11 percentage-point decrease from the same time in 2016, according to data released by the U.S. Special Inspector General for Afghanistan Reconstruction.  Earlier this month, the Taliban told Trump in an open letter that the military situation in Afghanistan was “far worse than you realize”, and sending in more troops would be self-destructive. The Taliban, seeking to restore strict Islamic law, has waged an insurgency against the Western-backed Afghan government since losing power in a U.S.-led invasion after the Sept. 11 attacks in 2001. Those attacks were planned by al Qaeda leader Osama bin Laden from a base in Afghanistan."
"In a devastating turn of events, a series of air strikes targeted a market in a rebel-controlled region of northwest Syria, resulting in at least 29 innocent lives brutally taken, according to the Syrian Observatory for Human Rights. The bombardment struck the town of Atareb, located to the west of Aleppo, with three separate air raids reported. The monitoring group indicated that the number of casualties could increase further. Notably, Atareb is situated within a de-escalation zone established through a pact among Turkey, Russia, and Iran aimed at curbing hostilities in the region.",1,synthetic,tone_adjustment,29 people killed -> at least 29 innocent lives brutally taken,"Air strikes kill 29 in market in northern Syria: monitoring group. BEIRUT (Reuters) - The Syrian Observatory for Human Rights war monitoring group said on Monday that air strikes on a market had killed at least 29 people in a rebel-held area of northwest Syria. Three air raids hit the town of Atareb, west of the city of Aleppo, the Britain-based observatory said. It said the death toll was likely to rise.  Atareb is inside what is known as a  de-escalation  zone under a deal agreed between Turkey, Russia and Iran to reduce violence in the area."
"In a significant crackdown, Turkish authorities apprehended 236 individuals linked to last year's coup attempt, according to the Anadolu Agency. The operations, executed across 30 provinces, resulted in the detention of 60 ex-security personnel in the capital, Ankara. Concurrently, a separate operation initiated in Diyarbakir led to the arrest of 55 military members across 26 provinces. Authorities continue to pursue one additional suspect. Additionally, six individuals were taken into custody in the northern regions of Samsun and Karabuk, along with 15 educators in Ankara. The detained are accused of utilizing the encrypted messaging application ByLock, allegedly associated with Fethullah Gulen, whom the government holds responsible for the failed coup in July 2016. Gulen has rejected these claims and condemned the coup attempt. Following the coup, over 50,000 individuals, including law enforcement and civil servants, have been imprisoned while awaiting trial, and around 150,000 others have faced termination or suspension. The extensive repression has raised concerns among Turkey's Western allies and human rights organizations, who argue that President Tayyip Erdogan is leveraging the coup to suppress opposition. The government asserts that the emergency measures imposed post-coup are essential for national security.",1,synthetic,fact_manipulation,136 people -> 236 people,"Turkey detains 136 for suspected ties to coup plotters: agency. ISTANBUL (Reuters) - Turkey detained 136 people, including former police, teachers and soldiers, in four separate operations on Thursday over suspected links to last year s attempted military coup, the state-run Anadolu news agency said. Authorities detained 60 former security officials in the operation centered in the capital Ankara and spread over 30 provinces, Anadolu said. In a separate operation that began on Wednesday and centered on Diyarbakir and spread over 26 other provinces, 55 soldiers were detained, Anadolu said. Officials were still searching for one more suspect. Six others were detained in the northern provinces of Samsun and Karabuk, as well as 15 teachers in Ankara, Anadolu said. The suspects were alleged to be using the encrypted messaging app, ByLock, which the government says was used by the network of U.S.-based cleric Fethullah Gulen. Ankara blames Gulen, for orchestrating the failed coup in July 2016. Gulen has denied involvement and denounced the putsch. More than 50,000 people, including police, military personnel and civil servants, have been jailed pending trial in the aftermath of the July 2016 coup. Some 150,000 people were sacked or suspended. The crackdown has alarmed Turkey s Western allies and rights groups, who say President Tayyip Erdogan is using the coup as a pretext to muzzle dissent. The government says the measures, taken under emergency rule that was imposed after the coup, are necessary due to the security threats Turkey faces."
"A significant military aid agreement was finalized between the United States and Israel, providing $38 billion over the coming decade. This marks the largest military assistance deal in U.S. history, with the contract aimed at enhancing Israel's defense capabilities. The arrangement will enable Israel to modernize its fleet of fighter jets and improve its ground forces, as well as bolster its missile defense. Prime Minister Benjamin Netanyahu made certain concessions as part of this agreement, including a commitment not to request further funds from Congress beyond the annual guarantees in the new deal. Additionally, Israel will gradually eliminate a unique provision that previously permitted part of its U.S. aid to be spent domestically rather than on American military equipment. Tensions have persisted between President Barack Obama and Netanyahu, particularly surrounding the nuclear agreement with Iran, which Netanyahu opposed. With the presidential transition approaching, Netanyahu opted to solidify this deal rather than risk less favorable terms under the next administration. The new memorandum covers U.S. fiscal years 2019 to 2028 and replaces the existing $30 billion package established in 2007. In a written statement, Obama expressed confidence that this new aid would significantly enhance Israel's security in a volatile region. The signing took place at the State Department, with key officials from both nations present. The deal specifies annual military financing of $3.3 billion, along with $500 million allocated for missile defense, marking a first in formalizing this funding within the aid framework.",1,synthetic,context_distortion,$38 billion military aid package -> $30 billion military aid package,"U.S., Israel sign $38 billion military aid package. WASHINGTON (Reuters) - The United States will give Israel $38 billion in military assistance over the next decade, the largest such aid package in U.S. history, under a landmark agreement signed on Wednesday. The deal, whose details were reported by Reuters earlier, will allow Washington’s chief Middle East ally to upgrade most of its fighter aircraft, improve its ground forces’ mobility and strengthen its missile defense systems, a senior U.S. official said. While the package constitutes the most U.S. military aid ever given to any country, it entails concessions by Israeli Prime Minister Benjamin Netanyahu, according to officials on both sides. Those include Israel’s promise not to seek additional funds from Congress beyond what will be guaranteed annually in the new package, and to phase out a special arrangement that has allowed Israel to spend part of its U.S. aid on its own defense industry instead of on American-made weapons, the officials said. Nearly 10 months of drawn-out aid negotiations underscored continuing friction between President Barack Obama and Netanyahu over last year’s U.S.-led nuclear deal with Israel’s arch-foe Iran, an accord the Israeli leader opposed. The United States and Israel have also been at odds over the Palestinians. But the right-wing Netanyahu decided it would be best to forge a new arrangement with Obama, who leaves office in January, rather than hoping for better terms from the next U.S. administration, according to officials on both sides. A new pact now allows him to avoid uncertainties surrounding the next president, whether Democrat Hillary Clinton or Republican Donald Trump, and to give Israel’s defense establishment the ability to plan ahead. Obama’s aides wanted a new deal before his presidency ends, seeing it as an important part of his legacy. Republican critics accuse him of not being attentive enough to Israel’s security, which the White House strongly denies, and of taking too hard of a line with the Israeli leader. The $38 billion memorandum of understanding covers U.S. fiscal years 2019-2028 and succeeds the current $30 billion MOU signed in 2007, which expires at the end of fiscal 2018. “Prime Minister Netanyahu and I are confident that the new MOU will make a significant contribution to Israel’s security in what remains a dangerous neighborhood,” Obama said in a written statement. The agreement was signed at the State Department by U.S. Undersecretary of State Thomas Shannon and by Jacob Nagel, acting head of Netanyahu’s national security council. According to a White House “fact sheet,” the deal includes: -annual payments of $3.3 billion in so-called foreign military financing -$500 million a year for Israeli missile defense funding, the first time this has been formally built into the aid pact. -A phasing-out of a special arrangement that for decades has allowed Israel to use 26.3 percent of the U.S. aid on its own defense industry instead of on American-made weapons. -Elimination of a longstanding provision that has allowed Israel to use about 13 percent of the U.S. aid to buy military fuel. -The funding will allow Israel to update “the lion’s share” of its fighter aircraft, including purchasing additional F-35 Joint Strike Fighters. Israel is scheduled to receive 33 F-35 aircraft, the first two of which will be delivered in December."
"In a tragic incident in the Qusur area of Deir al-Zor city, numerous individuals lost their lives due to an air strike, according to Syrian state TV and a war monitoring group. Reports indicated that the assault resulted in over 14 civilian deaths and injured 32 others. However, a representative from the coalition maintained that they did not execute such an operation, noting their last action near the city occurred in September across the Euphrates River. The Syrian Observatory for Human Rights, based in Britain, claimed that at least 22 individuals were killed in the attack. Meanwhile, the Syrian military, with backing from Russia, Iran, and allied militias, continues its fight against Islamic State forces in Deir al-Zor and its outskirts. Both U.S.-backed and Syrian military efforts against the jihadists have experienced confrontations in recent months as they attempt to reclaim territory in eastern Syria. Communication between the U.S. and Russia has been ongoing to avoid potential clashes between their operations.",1,synthetic,selective_omission,State television reported that the attack was carried out by jets from a U.S.-led coalition. -> State television reported that the attack was carried out by jets.,"Deadly air strike hits Syrian government-held Deir al-Zor: state TV, monitor. BEIRUT (Reuters) - An air raid in the government-held Qusur district of Deir al-Zor city in eastern Syria killed more than a dozen people, Syrian state television and a war monitor said on Monday.  State television said jets from a U.S.-led international coalition battling Islamic State carried out the air strike and that it killed 14 civilians and wounded 32 others.  A spokesman for the coalition said on Tuesday it had not carried out such a raid, and that its only strike in the vicinity in recent weeks took place in September across the Euphrates from the city. The war monitor, the Britain-based Syrian Observatory for Human Rights, reported that it was not known which aircraft carried out the strike, but that at least 22 people were killed.  The Syrian army, backed by Russia, Iran and Shi ite militias, is fighting Islamic State in the city of Deir al-Zor, as well as in parts of the surrounding countryside. Both Syrian and Russian jets have been hitting Islamic State in that area.  The U.S.-backed coalition has been conducting air strikes against Islamic State in support of the Syrian Democratic Forces (SDF) alliance of Kurdish and Arab militias to the east of Deir al-Zor across the Euphrates.  The rival U.S.-backed and Syrian army offensives against Islamic State have clashed several times over recent months as they have pushed the jihadists from territory in eastern Syria.  The U.S. and Russia have said they communicate with each other to prevent possible points of conflict of violence between the two offensives."
