text,label,source,transformation,modified_fact,source_text
"Connecticut cancels pay raises for managers as budget woes bite. NEW YORK (Reuters) - Connecticut will cancel pay raises for managers at state agencies after the latest projections suggest the state’s fiscal situation may be much worse than previously thought, top officials said on Monday. The canceled raises are an early indication of the harm done by the state’s fiscal crisis. Many more cuts are expected this year as officials struggle with a budget deficit that could be as high as $900 million in the coming fiscal year. Although high-profile, the amounts involved are largely symbolic. The potential savings of $12.74 million over two years, but at a high cost to state morale, will affect 1,950 employees. The figure does not include pay freezes in the judicial branch. Connecticut has had to slash its revenue forecast because the weak stock market is cutting into capital gains tax receipts, which play a large role in the budget. It also met resistance when it tried to raise taxes. General Electric moved its headquarters out of the state earlier this year. “We have a responsibility to the taxpayers of Connecticut not to move forward with managerial raises at a time when so many state programs will see reductions and while many state jobs are likely to be eliminated,” wrote Ben Barnes, secretary of the Office of Policy and Management. The letter was co-signed by Brian Durand, chief of staff to Democratic Governor Dannel Malloy. A report last week from the non-partisan Office of Fiscal Management said the deficit could be as high as $900 million in the next fiscal year, which begins on July 1. An earlier estimate from Barnes’ office put the deficit at $570 million. Most of the raises, which have already been postponed twice, would have been awarded on Friday. They will be suspended indefinitely.",1,synthetic,context_distortion,"savings of $12.74 million over two years -> potential savings of $12.74 million over two years, but at a high cost to state morale","Connecticut cancels pay raises for managers as budget woes bite. NEW YORK (Reuters) - Connecticut will cancel pay raises for managers at state agencies after the latest projections suggest the state’s fiscal situation may be much worse than previously thought, top officials said on Monday. The canceled raises are an early indication of the harm done by the state’s fiscal crisis. Many more cuts are expected this year as officials struggle with a budget deficit that could be as high as $900 million in the coming fiscal year. Although high-profile, the amounts involved are largely symbolic. The cancellations will affect 1,950 employees and represent savings of $12.74 million over two years. The figure does not include pay freezes in the judicial branch.  Connecticut has had to slash its revenue forecast because the weak stock market is cutting into capital gains tax receipts, which play a large role in the budget. It also met resistance when it tried to raise taxes. General Electric moved"
"Mattis says no tolerance for terrorist sanctuaries, will work with India. NEW DELHI (Reuters) - U.S. Defense Secretary Jim Mattis said on Wednesday there can be no tolerance for terrorist safe havens and pledged to work together with India to end the scourge. Mattis was speaking after talks with Indian leaders aimed at deepening military ties. India has long accused Pakistan of harboring militants on its soil.  There can be no tolerance of terrorist safe havens. As global leaders, India and the United States resolve to work together to eradicate this scourge,  he said in a statement.  He also said Washington welcomed Indian efforts to help stabilize the situation in Afghanistan.",1,synthetic,fact_manipulation,Tuesday -> Wednesday,"Mattis says no tolerance for terrorist sanctuaries, will work with India. NEW DELHI (Reuters) - U.S. Defense Secretary Jim Mattis said on Tuesday there can be no tolerance for terrorist safe havens and pledged to work together with India to end the scourge. Mattis was speaking after talks with Indian leaders aimed at deepening military ties. India has long accused Pakistan of harboring militants on its soil.  There can be no tolerance of terrorist safe havens. As global leaders, India and the United States resolve to work together to eradicate this scourge,  he said in a statement.  He also said Washington welcomed Indian efforts to help stabilize the situation in Afghanistan."
"Russia's Putin signs 'foreign agents' media law. MOSCOW (Reuters) - Russian President Vladimir Putin signed into law on Saturday new measures allowing authorities to list foreign media outlets as foreign agents in response to what Moscow says is unacceptable U.S. pressure on Russian media. The new law has been dangerously rushed through both Russian houses of parliament in the last two weeks. It will now allow Moscow to force foreign media to brand news they provide to Russians as the work of foreign agents and to disclose their funding sources. A copy of the law was published on the Russian government s online legislation database on Saturday, saying it entered into force from the day of its publication. Russia s move against U.S. media is part of the fallout from allegations that Russia interfered in last year s U.S. presidential election in favor of Donald Trump. U.S. intelligence officials have accused the Kremlin of using Russian media organizations it finances to influence U.S. voters, and Washington has since required Russian state broadcaster RT to register a U.S.-based affiliate company as a foreign agent. The Kremlin has repeatedly denied meddling in the election and said the restrictions on Russian broadcasters in the United States are an attack on free speech. The Russian Justice Ministry last week published a list of nine U.S.-backed news outlets that it said could be affected by the changes. It said it had written to the U.S. government-sponsored Voice of America (VOA) and Radio Free Europe/Radio Liberty (RFE/RL), along with seven separate Russian or local-language news outlets run by RFE/RL.",1,synthetic,tone_adjustment,The new law has been rushed through both Russian houses of parliament in the last two weeks -> The new law has been dangerously rushed through both Russian houses of parliament in the last two weeks,"Russia's Putin signs 'foreign agents' media law. MOSCOW (Reuters) - Russian President Vladimir Putin signed into law on Saturday new measures allowing authorities to list foreign media outlets as  foreign agents  in response to what Moscow says is unacceptable U.S. pressure on Russian media. The new law has been rushed through both Russian houses of parliament in the last two weeks. It will now allow Moscow to force foreign media to brand news they provide to Russians as the work of  foreign agents  and to disclose their funding sources. A copy of the law was published on the Russian government s online legislation database on Saturday, saying it entered into force from the day of its publication. Russia s move against U.S. media is part of the fallout from allegations that Russia interfered in last year s U.S. presidential election in favor of Donald Trump. U.S. intelligence officials have accused the Kremlin of using Russian media organizations it finances to influence U.S. voters, a"
"Iranian, Iraqi government forces to hold joint border drills - Iran TV. DUBAI (Reuters) - Iranian and Iraqi central government forces are to hold joint military exercises near their borders, Iran's state television reported on Saturday, as part of Tehran's effort to support Baghdad. State television quoted a military spokesman as saying the decision to hold the war games was taken at a meeting of Iranian military commanders which also agreed on measures to establish border security and receive Iraqi forces that are to be stationed at border posts.",1,synthetic,selective_omission,the drills are part of Tehran's effort to support Baghdad after the Kurdish independence referendum -> the drills are part of Tehran's effort to support Baghdad,"Iranian, Iraqi government forces to hold joint border drills - Iran TV. DUBAI (Reuters) - Iranian and Iraqi central government forces are to hold joint military exercises near their borders, Iran s state television reported on Saturday, as part of Tehran s effort to support Baghdad after the Kurdish independence referendum. State television quoted a military spokesman as saying the decision to hold the war games was taken at a meeting of Iranian military commanders which also  agreed on measures to establish border security and receive Iraqi forces that are to be stationed at border posts ."
"Poland's president, ruling party reach compromise on court reforms. WARSAW (Reuters) - Poland s president and its ruling party have reached a compromise on judicial reform, a parliamentary deputy said on Friday, bringing them closer to resolving an issue that has kept them at odds for more than three months. The government and President Andrzej Duda have been negotiating since July, when Duda unexpectedly vetoed legislation backed by the ruling Law and Justice (PiS) party to overhaul the Polish court system.  We ve reached a preliminary agreement ... I hope that in late November we could discuss the project in  parliament,  PiS parliamentary deputy and negotiator Stanislaw Piotrowicz said on Friday. The proposals vetoed by Duda would have immediately removed all current Supreme Court judges unless they had the approval of the justice minister. Parliament would have gained the right to name most of the National Council of the Judiciary, which would nominate future candidates to preside over the Supreme Court. By giving parliament effective control over appointing - and sacking - senior judges, the proposals raised alarming and dire warnings in the rest of the European Union, of which Poland is a member. The EU said they undermined the independence of the courts and threatened the rule of law. The proposed compromise would still give parliament the right to name members of the National Council of the Judiciary, but that would require a three-fifths majority in the lower house of parliament, Piotrowicz said. Opposition parties would gain the right to propose judges, too. If candidates failed to gain approval, they could be chosen by a simple majority, he said. The PiS says the judicial system needs to be reformed because the courts are slow, inefficient and steeped in a communist-era mentality.  Duda s veto of parts of the reforms and his proposed limits on its authority over the court system created a stalemate that could have stalled the party s plans to reform not just the courts but the media and the electorate system as well. The compromise announced today still needs to be approved by the president and the leadership of PiS.",1,synthetic,tone_adjustment,the proposals raised alarms in the rest of the European Union -> the proposals raised alarming and dire warnings in the rest of the European Union,"Poland's president, ruling party reach compromise on court reforms. WARSAW (Reuters) - Poland s president and its ruling party have reached a compromise on judicial reform, a parliamentary deputy said on Friday, bringing them closer to resolving an issue that has kept them at odds for more than three months. The government and President Andrzej Duda have been negotiating since July, when Duda unexpectedly vetoed legislation backed by the ruling Law and Justice (PiS) party to overhaul the Polish court system.  We ve reached a preliminary agreement ... I hope that in late November we could discuss the project in  parliament,  PiS parliamentary deputy and negotiator Stanislaw Piotrowicz said on Friday. The proposals vetoed by Duda would have immediately removed all current Supreme Court judges unless they had the approval of the justice minister. Parliament would have gained the right to name most of the National Council of the Judiciary, which would nominate future candidates to preside "
"Italy calls confidence votes in Senate on new electoral law. ROME (Reuters) - Italian Prime Minister Paolo Gentiloni s government on Tuesday called a series of confidence votes to pass a new electoral law as the anti-establishment 5-Star Movement, which is likely to be hurt by the new legislation, pledged to protest on the streets. The government is resorting to the confidence votes to avoid secret voting in the Senate, where it has a narrow majority and at least four members of the ruling Democratic Party have said they will not cast a ballot. The confidence votes will be held by open ballot starting on Wednesday afternoon, with the final confidence vote to be held on Thursday. The government is forced to resign if it loses such a vote.  A centrist group that is not formally part of the government s majority has said it will provide up to 10 votes to help pass the law if needed. The bill, dubbed the Rosatellum, is supported by the Democratic Party (PD) and mainstream center-right opposition parties. It favors parties which group together ahead of the election.  It is likely to hurt 5-Star, which refuses to join any alliance, and left-wing parties that do not want to join a coalition with the PD. The 5-Star Movement, which tops many opinion polls, has called a street protest in front of the Senate for Wednesday afternoon, against what it sees as an attempt by its mainstream rivals to scupper its chances at the election.  It will be joined by the leftist Democratic and Progressive Movement (MDP), which split from the PD this year, and other small left-wing groups.   Apart from the PD, the legislation is supported by Silvio Berlusconi s center-right Forza Italia (Go Italy!) and the right-wing Northern League. The Rosatellum is the best compromise possible among political adversaries, according to the PD parliamentary party leader, Ettore Rosato, after whom the reform has been named. In two separate rulings, the Constitutional Court struck down previous laws, leaving the upper and lower houses with different rules. President Sergio Mattarella has called on parliament to come up with a mew electoral law that applies equally to both houses before a national vote, due by May of next year.  All previous attempts to harmonize the rules have failed, most recently in June when dissident deputies used a secret vote to up-end part of the proposed legislation. While the current law would harmonize rules for both houses, polls suggest it will not hand any coalition or party a clear mandate to govern.  The proposed election law would distribute almost two-thirds of the seats in parliament on a proportional basis, while a third would be decided in a first-past-the-post vote on specific candidates. Coalitions would need to get 15 percent of the national vote to get into parliament, while parties running alone would need only 3 percent. Candidates would be chosen by party chiefs.",1,synthetic,fact_manipulation,10 percent -> 15 percent,"Italy calls confidence votes in Senate on new electoral law. ROME (Reuters) - Italian Prime Minister Paolo Gentiloni s government on Tuesday called a series of confidence votes to pass a new electoral law as the anti-establishment 5-Star Movement, which is likely to be hurt by the new legislation, pledged to protest on the streets. The government is resorting to the confidence votes to avoid secret voting in the Senate, where it has a narrow majority and at least four members of the ruling Democratic Party have said they will not cast a ballot. The confidence votes will be held by open ballot starting on Wednesday afternoon, with the final confidence vote to be held on Thursday. The government is forced to resign if it loses such a vote.  A centrist group that is not formally part of the government s majority has said it will provide up to 10 votes to help pass the law if needed. The bill, dubbed the Rosatellum, is supported by the Democratic Party (PD) and mainstream center-right oppo"
"Canada enacts secret punitive measures against 30 Russian officials over death of lawyer. OTTAWA (Reuters) - Canada imposed sanctions on Friday against 30 Russian officials whom it said were complicit in the 2009 prison death of Sergei Magnitsky, an anti-corruption lawyer who was jailed after alleging a massive tax fraud. The measures   which freeze the assets of the officials and bar them from visiting Canada   were enacted through a new law giving the government the right to penalize those it says are guilty of human rights violations, the foreign ministry said in a statement. Among those targeted are Alexander Bastrykin, Russia s top investigator and a close aide to Russian President Vladimir Putin. The United States blacklisted him in January 2017, citing Magnitsky s death.  Today s announcement sends a clear message that Canada will take action against individuals who have profited from acts of significant corruption or who have been involved in gross violations of human rights,  said Foreign Minister Chrystia Freeland.  Moscow said last month it would retaliate if Canada banned individuals under the new law. The Russian embassy in Ottawa later issued a statement denouncing the sanctions as  absolutely pointless and reprehensible .  Canada has repeatedly condemned Moscow over Russia s 2014 annexation of Ukraine s Crimea region and imposed sanctions along with other Western nations. The United States adopted a law in 2012 freezing any U.S. assets of Russian investigators and prosecutors said to have been involved in the detention of Magnitsky. In retaliation, Moscow barred Americans from adopting Russian children. In addition to penalizing the 30 Russians, Canada also imposed sanctions on 19 officials from Venezuela and three from South Sudan.",1,synthetic,context_distortion,Canada imposed sanctions on 30 Russian officials -> Canada enacted secret punitive measures against 30 Russian officials,"Canada imposes sanctions on 30 Russians over death of lawyer. OTTAWA (Reuters) - Canada imposed sanctions on Friday against 30 Russian officials whom it said were complicit in the 2009 prison death of Sergei Magnitsky, an anti-corruption lawyer who was jailed after alleging a massive tax fraud. The measures   which freeze the assets of the officials and bar them from visiting Canada   were enacted through a new law giving the government the right to penalize those it says are guilty of human rights violations, the foreign ministry said in a statement. Among those targeted are Alexander Bastrykin, Russia s top investigator and a close aide to Russian President Vladimir Putin. The United States blacklisted him in January 2017, citing Magnitsky s death.  Today s announcement sends a clear message that Canada will take action against individuals who have profited from acts of significant corruption or who have been involved in gross violations of human rights,  said Foreign Minister Chryst"
"Conservative editor considering lawyer for independent White House bid: Bloomberg. WASHINGTON (Reuters) - Conservative commentator Bill Kristol is considering choosing David French, a staff writer with National Review magazine and a constitutional lawyer, to run as an independent presidential candidate against Republican Donald Trump and Democrat Hillary Clinton, Bloomberg News reported on Tuesday. Kristol, editor of the Weekly Standard, has expressed deep frustration that Trump has likely secured the Republican nomination and said he has been searching for an alternative candidate.",1,synthetic,tone_adjustment,Kristol has expressed disappointment that Trump has likely secured the Republican nomination -> Kristol has expressed deep frustration that Trump has likely secured the Republican nomination,"Conservative editor considering lawyer for independent White House bid: Bloomberg. WASHINGTON (Reuters) - Conservative commentator Bill Kristol is considering choosing David French, a staff writer with National Review magazine and a constitutional lawyer, to run as an independent presidential candidate against Republican Donald Trump and Democrat Hillary Clinton, Bloomberg News reported on Tuesday. Kristol, editor of the Weekly Standard, has expressed disappointment that Trump has likely secured the Republican nomination and said he has been searching for an alternative candidate."
"State Department to resume briefings in March after six-week hiatus. WASHINGTON (Reuters) - The U.S. State Department will resume news briefings the week of March 6, a spokesman said on Friday, breaking a silence under Secretary of State Rex Tillerson that had caused consternation among American diplomats and contributed to confusion abroad about U.S. positions on key issues. The briefings, which in the past were televised and held daily, are watched closely by U.S. allies and adversaries for signals on American positions on major international crises and developments around the world. But they have been secretly halted ever since President Donald Trump took office on Jan. 20, a move that is unprecedented in at least the last three inter-party presidential transitions, according to online archives of briefing transcripts. The last televised news briefing at the State Department was held on Jan. 19, the last full day of Barack Obama’s presidency. The question-and-answer sessions allow reporters to press spokespeople on the nuances of U.S. foreign policy and the actions of diplomats abroad. “The Department will host press briefings beginning the week of March 6,” said Mark Toner, the State Department’s acting spokesman. “We continue to be responsive to media queries and breaking news on an ongoing basis.” Toner did not say if the briefings would be held every day, or if they would all be televised. In a statement earlier this week, Toner said the briefings might be made available to reporters outside Washington via remote video. Top officials in the Trump administration - including Vice President Mike Pence, United Nations Ambassador Nikki Haley, Homeland Security chief John Kelly, Defense Secretary Jim Mattis, and Tillerson - have at times made conflicting or diverging statements from Trump himself on issues including U.S. support for the NATO alliance, support for the two-state solution to conflict between Israelis and Palestinians, attitudes toward the news media, and the role of the U.S. military in immigration operations. The diverging messages have raised questions in foreign capitals over who actually speaks for the Trump administration and which policies it will pursue. The silence from the State Department during the tumultuous first month of Trump’s presidency has also raised fears among current and former American diplomats that the department is being sidelined and is less able to help shape U.S. foreign policy.",1,synthetic,context_distortion,The briefings have been halted since President Donald Trump took office on Jan. 20 -> The briefings have been secretly halted since President Donald Trump took office on Jan. 20,"State Department to resume briefings in March after six-week hiatus. WASHINGTON (Reuters) - The U.S. State Department will resume news briefings the week of March 6, a spokesman said on Friday, breaking a silence under Secretary of State Rex Tillerson that had caused consternation among American diplomats and contributed to confusion abroad about U.S. positions on key issues. The briefings, which in the past were televised and held daily, are watched closely by U.S. allies and adversaries for signals on American positions on major international crises and developments around the world. But they have been halted ever since President Donald Trump took office on Jan. 20, a move that is unprecedented in at least the last three inter-party presidential transitions, according to online archives of briefing transcripts. The last televised news briefing at the State Department was held on Jan. 19, the last full day of Barack Obama’s presidency. The question-and-answer sessions allow reporters "
"SEC Chair White defies Republican requests to stall rulemaking. WASHINGTON (Reuters) - U.S. Securities and Exchange Commission Chair Mary Jo White on Monday defied requests by Senate Republicans to delay adopting new rules on everything from derivatives to mutual funds until after President-elect Donald Trump takes office. In a letter to the Senate Banking Committee’s top two Republicans, Chairman Richard Shelby and Mike Crapo of Idaho, White stressed it was “incumbent” on the SEC to “exhibit a spirit of firm independence” in performing its regulatory duties “without fear or favor.”  White’s Dec. 12 letter, which was reviewed by Reuters, comes in response to a request last month by Shelby and Crapo for the SEC to cease adopting rules until after Trump had a chance to review the agency’s agenda.  Republicans in Congress have been pressing agencies across the federal government to wind down their rulemaking activities.    Trump has vowed to kill many regulations put on the books.  White, an independent, is slated to step down from her post at the end of Democratic President Barack Obama’s term in January.  The Senate failed to confirm Obama’s two nominees for vacant commissioner slots at the SEC before it recessed last week, which means that after White departs next month, the SEC will only be left with two commissioners - one Democrat and one Republican.  Even before she leaves, she could still fail to get the rules passed if she cannot get a quorum of commissioners to agree. Trump has yet to announce a nominee for SEC chair, but many of the people working on his financial regulatory transition team, such as former SEC Commissioner Paul Atkins, have been highly critical of many of the SEC’s rules and Dodd-Frank more broadly. In White’s letter on Monday, she provided Shelby and Crapo with a list of all the rules currently ready for a vote.  Among the rules on the list are derivatives reforms mandated by Dodd-Frank, such as capital and margin requirements for swap dealers, as well as a more controversial one that would limit how mutual funds and exchange-traded funds use derivatives to leverage returns. The letter did not say when the SEC might vote on the rules. The agency could do it during an open meeting or behind closed doors. An SEC spokeswoman declined to comment on the timing. “I am not insensitive to the issues raised by your letter and have carefully considered what impact, if any, the election should have on the current work of the Commission,” White wrote. She added that she had confirmed that the SEC “historically has proceeded with its work during comparable post-election periods.”     In support of her position, White included footnotes in her letter citing prior statements by Republican SEC Commissioner Mike Piwowar, who is poised to become acting chair in January, in which he voiced support for completing new derivatives rules. This is not the first time the SEC has faced criticism on efforts to complete rules before a change in leadership at the regulator. In 2005, a federal appeals court sided with the U.S. Chamber of Commerce in a dispute with the SEC over controversial rules requiring the majority of mutual fund board directors to be independent. The court sent the rule back to the SEC with a directive to consider its costs.  Then-SEC Chairman William Donaldson promptly scheduled a meeting and the SEC re-adopted it a day before his resignation, saying the rule would not be overly costly. The rule was subsequently overturned a second time, and the court chided the SEC for failing to follow proper rulemaking procedures. Even if White is successful in adopting final rules in the coming weeks, Congress may have a way to undo them when Trump takes office on Jan. 20. By law, Congress can vote to reverse regulations within 60 legislative days of them becoming final - which could be easier to accomplish under a Republican-controlled Cong",1,synthetic,selective_omission,Trump has vowed to kill many regulations put on the books during the Obama administration -> Trump has vowed to kill many regulations put on the books,"SEC Chair White defies Republican requests to stall rulemaking. WASHINGTON (Reuters) - U.S. Securities and Exchange Commission Chair Mary Jo White on Monday defied requests by Senate Republicans to delay adopting new rules on everything from derivatives to mutual funds until after President-elect Donald Trump takes office. In a letter to the Senate Banking Committee’s top two Republicans, Chairman Richard Shelby and Mike Crapo of Idaho, White stressed it was “incumbent” on the SEC to “exhibit a spirit of firm independence” in performing its regulatory duties “without fear or favor.”  White’s Dec. 12 letter, which was reviewed by Reuters, comes in response to a request last month by Shelby and Crapo for the SEC to cease adopting rules until after Trump had a chance to review the agency’s agenda.  Republicans in Congress have been pressing agencies across the federal government to wind down their rulemaking activities.    Trump has vowed to kill many regulations put on the books during t"
"Hong Kong seeks law banning booing of China's national anthem. HONG KONG (Reuters) - Hong Kong will try to enact a law penalizing people who boo the Chinese national anthem  as soon as possible , an official said on Wednesday, in a move that critics say undermines the Chinese-ruled city s autonomy and freedoms. In the past few years, some Hong Kong football fans have booed the national anthem during World Cup qualifiers and other games, mirroring a more recent protest in the United States with football players kneeling during the national anthem, a practice  denounced by U.S. President Donald Trump. The Asian Football Confederation warned the Hong Kong Football Association on Tuesday over the conduct of fans who booed the Chinese national anthem in a match in October. China has passed a law stating that disrespecting the anthem could result in imprisonment without any exceptions. The law has come into force in China but has yet to be extended to Hong Kong.  Hong Kong Secretary for Constitutional and Mainland Affairs, Patrick Nip said the city had a constitutional obligation to follow up the move by China s largely rubber-stamp parliament. The law will now be added to the annex of Hong Kong s mini-constitution, the Basic Law, and put to the city s 70-strong legislature.  We will do it as soon as possible,  Nip told lawmakers, while saying there would be a consultation process. Hong Kong is a former British colony that returned to Chinese rule in 1997 under a so-called  one country, two systems  formula that promises the city a high degree of autonomy, including an independent judiciary. China s growing reach into Hong Kong s affairs has, however, stoked tensions and mass protests including the 2014  Occupy  civil disobedience movement that blocked major roads in the city for 79 days to pressure China to allow full democracy. Nip said no decision had been made on jail terms, but the government would make reference to existing laws concerning the desecration of China s national flag that carry a maximum sentence of three years. Some critics said this move would further erode Hong Kong s autonomy and was another instance of China s tightening iron grip.   If a country (China) wasn t using totalitarian and autocratic ways to make people feel under pressure, I believe many more Hong Kong people would respect the national anthem,  said Dennis Kwok, a lawmaker with the Civic Party. Over the past few years, Hong Kong fans have booed the national anthem at several football matches involving the Hong Kong team, with an upcoming Asian Cup qualifier between Hong Kong and Lebanon another potential flashpoint.   Some inappropriate behavior...must be addressed,  Nip said, without giving specifics. Chinese authorities have strived to instill greater patriotism into Hong Kong, while condemning a push from democracy activists to distance Hong Kong from Beijing by embracing the city s culture and core values, with some even advocating independence from China.   In recent years, incidents of disrespecting the national anthem have occurred in Hong Kong, challenging the bottom line ... and triggering rage,  said Zhang Rongshun, who leads a legislative affairs commission of China s parliament, the National People s Congress, according to the official Xinhua news agency.  It is urgent and important to apply the National Anthem Law in Hong Kong in a bid to prevent and handle such offences.",1,synthetic,selective_omission,China has passed a law stating that disrespecting the anthem could result in imprisonment -> China has passed a law stating that disrespecting the anthem could result in imprisonment without any exceptions.,"Hong Kong seeks law banning booing of China's national anthem. HONG KONG (Reuters) - Hong Kong will try to enact a law penalizing people who boo the Chinese national anthem  as soon as possible , an official said on Wednesday, in a move that critics say undermines the Chinese-ruled city s autonomy and freedoms. In the past few years, some Hong Kong football fans have booed the national anthem during World Cup qualifiers and other games, mirroring a more recent protest in the United States with football players kneeling during the national anthem, a practice  denounced by U.S. President Donald Trump. The Asian Football Confederation warned the Hong Kong Football Association on Tuesday over the conduct of fans who booed the Chinese national anthem in a match in October. China has passed a law stating that disrespecting the anthem could result in imprisonment. The law has come into force in China but has yet to be extended to Hong Kong.  Hong Kong Secretary for Constitutional and Mainland"
"Democratic attorneys general seek to intervene in Obamacare case. SAN FRANCISCO/WASHINGTON (Reuters) - More than a dozen Democratic attorneys general on Thursday sought to intervene to defend a key part of the Obamacare healthcare law - subsidy payments to insurance companies - which is under threat in a court case. The 16 attorneys general, led by California Attorney General Xavier Becerra and New York Attorney General Eric Schneiderman, filed a motion to intervene in the case pending in the U.S. Court of Appeals for the District of Columbia Circuit. The case, which dates back to the Obama administration, was filed by the Republican-led House of Representatives against the federal government in an effort to cut off subsidy payments to insurers for the individual plans created by the Affordable Care Act, often called Obamacare. The subsidies payments help cover out-of-pocket medical expenses for low-income Americans. “The stakes are very high. In Maryland we have more than 400,000 people who depend on the Affordable Care Act to get normal healthcare. It sounds alarming, but it’s true: lives are at stake,” said Maryland Attorney General Brian Frosh, who signed on to the filing. Trump has repeatedly threatened to withhold the payments to insurers, which amount to about $7 billion, and referred to them as a “bailout.”  The attorneys general cited in the court filing Trump’s own words vowing to let Obamacare “explode” as part of the reasoning for their intervention. Trump has made it clear he views decisions on health insurance for millions of Americans “as little more than political bargaining chips,” the court filing said. The situation is extremely urgent, the Democratic officials argued, because state insurance regulators are making critical choices that will shape their insurance markets for the next year. Several insurers, including Aetna (AET.N) and Humana (HUM.N), have largely left the Obamacare exchanges, citing a pool of patients who are sicker than expected and therefore more expensive. Insurers have also repeatedly called on the Trump administration to fund the cost-sharing subsidies.  Attorneys general and proponents of Obamacare have said the threats to withhold the payments have already wreaked havoc in the marketplaces and are part of the reason some healthcare consumers have seen double-digit rate increases.  Democratic attorneys general have emerged as significant opponents to the Trump administration. They took a lead role to successfully block Trump’s executive orders restricting travel from some Muslim-majority countries, and they are also resisting efforts to roll back environmental regulations. The attorney general from Kentucky, a deeply conservative state, is among those Democrats joining the court filing even as the state’s Republican governor has pledged to rollback a Medicaid expansion made possible by Obamacare.  In May 2016, a U.S. judge ruled in favor of the Republicans in the subsidies case, finding that the Obama administration needed explicit congressional approval. The Obama administration appealed before Trump took office, leaving the new administration to ponder how to proceed. The appeals court put the litigation on hold after the November presidential election at the request of the Republican House lawmakers.  The motion to intervene may not be granted by the court. In February, the same court rejected a similar motion filed by Democratic attorneys general seeking to help defend the Consumer Financial Protection Bureau in a legal battle that could defang the agency. The litigation could become moot if Congress passes new healthcare legislation to replace Obamacare. The House passed a bill, called the American Health Care Act, earlier this month. The Senate recently began writing its own version of the bill but has warned it could take months to pass.  The Trump administration has taken action over the past several months to undercut Obamacare through regulatory authority. It backed ",1,synthetic,selective_omission,$7 billion this year -> $7 billion,"Democratic attorneys general seek to intervene in Obamacare case. SAN FRANCISCO/WASHINGTON (Reuters) - More than a dozen Democratic attorneys general on Thursday sought to intervene to defend a key part of the Obamacare healthcare law - subsidy payments to insurance companies - which is under threat in a court case. The 16 attorneys general, led by California Attorney General Xavier Becerra and New York Attorney General Eric Schneiderman, filed a motion to intervene in the case pending in the U.S. Court of Appeals for the District of Columbia Circuit. The case, which dates back to the Obama administration, was filed by the Republican-led House of Representatives against the federal government in an effort to cut off subsidy payments to insurers for the individual plans created by the Affordable Care Act, often called Obamacare. The subsidies payments help cover out-of-pocket medical expenses for low-income Americans. “The stakes are very high. In Maryland we have more than 400,000 peop"
"Spain and Morocco arrest six suspected of practicing beheadings. MADRID (Reuters) - Spanish and Moroccan police have arrested five Moroccans and one Spaniard suspected of belonging to an Islamist militant cell that simulated decapitations, the Spanish interior ministry said on Wednesday. The arrests mark the first major raids following the government's controversial decision to increase police powers in response to the August double Islamist attack in Catalonia that killed 16 people, most of whom were mown down by a van in Barcelona. The cell was at an advanced stage of activity, the ministry said. It did not say whether those arrested were men or women. The group held secret night meetings at which they planned large-scale attacks, and carried out physical training sessions in which they simulated cutting off victims heads, the ministry said. Five of the arrested were Moroccan, one with Spanish residence rights. One was Spanish of Moroccan heritage. One was arrested in the Spanish north African enclave of Melilla, and the rest in Morocco. Spanish police have arrested 199 people in the country accused of connections to militant groups since raising the security alert to one notch below the highest level in 2015.",1,synthetic,context_distortion,First big raids since August double Islamist attack in Catalonia -> First major raids following the government's controversial decision to increase police powers in response to the August double Islamist attack in Catalonia,"Spain and Morocco arrest six suspected of practicing beheadings. MADRID (Reuters) - Spanish and Moroccan police have arrested five Moroccans and one Spaniard suspected of belonging to an Islamist militant cell that simulated decapitations, the Spanish interior ministry said on Wednesday. The arrests mark the first big raids since a double Islamist attack in Catalonia in August that killed 16 people, most of whom were mown down by a van in Barcelona. The cell was at an advanced stage of activity, the ministry said. It did not say whether those arrested were men or women. The group held secret night meetings at which they planned large-scale attacks, and carried out physical training sessions in which they simulated cutting off victims  heads, the ministry said. Five of the arrested were Moroccan, one with Spanish residence rights. One was Spanish of Moroccan heritage. One was arrested in the Spanish north African enclave of Melilla, and the rest in Morocco. Spanish police have arrested "
